theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Geopolitics,Shipping route disruption increasing,Insurance,insurance,50,active
Geopolitics,Shipping route disruption increasing,Commodity Trading,commodity_trading,60,active
Geopolitics,Shipping route disruption increasing,Oil Gas,oil_gas,70,active
Geopolitics,Shipping route disruption increasing,Retail,retail,80,active
Geopolitics,Shipping route disruption increasing,Industrial Processing,industrial_processing,90,active
Geopolitics,Shipping route disruption increasing,Agriculture,agriculture,100,active
Geopolitics,Cyber conflict increasing,Cybersecurity,cybersecurity,10,active
Geopolitics,Cyber conflict increasing,Government Technology,government_technology,20,active
Geopolitics,Cyber conflict increasing,Defence Technology,defence_technology,30,active
Geopolitics,Cyber conflict increasing,Telecommunications Infrastructure,telecommunications_infrastructure,40,active
Geopolitics,Cyber conflict increasing,Utilities,utilities,50,active
Geopolitics,Cyber conflict increasing,Commercial Banking,commercial_banking,60,active
Geopolitics,Cyber conflict increasing,Data Centres,data_centres,70,active
Geopolitics,Cyber conflict increasing,Satellite Communications,satellite_communications,80,active
Geopolitics,Cyber conflict increasing,Risk Management,risk_management,90,active
Geopolitics,Cyber conflict increasing,Managed Services,managed_services,100,active
Geopolitics,Defence alliances strengthening,Aerospace Defence,aerospace_defence,10,active
Geopolitics,Defence alliances strengthening,Defence Systems,defence_systems,20,active
Geopolitics,Defence alliances strengthening,Defence Electronics,defence_electronics,30,active
Geopolitics,Defence alliances strengthening,Weapons Systems,weapons_systems,40,active
Geopolitics,Defence alliances strengthening,Military Systems,military_systems,50,active
Geopolitics,Defence alliances strengthening,Naval Vessels,naval_vessels,60,active
Geopolitics,Defence alliances strengthening,Satellites,satellites,70,active
Geopolitics,Defence alliances strengthening,Cybersecurity,cybersecurity,80,active
Geopolitics,Defence alliances strengthening,Engineering Services,engineering_services,90,active
Geopolitics,Defence alliances strengthening,Industrial Processing,industrial_processing,100,active
Geopolitics,Cross-border capital restrictions increasing,Commercial Banking,commercial_banking,10,active
Geopolitics,Cross-border capital restrictions increasing,Investment Banking,investment_banking,20,active
Geopolitics,Cross-border capital restrictions increasing,Investment Management,investment_management,30,active
Geopolitics,Cross-border capital restrictions increasing,Private Equity,private_equity,40,active
Geopolitics,Cross-border capital restrictions increasing,Real Estate Services,real_estate_services,50,active
Geopolitics,Cross-border capital restrictions increasing,Technology Investing,technology_investing,60,active
Geopolitics,Cross-border capital restrictions increasing,Financial Services,financial_services,70,active
Geopolitics,Cross-border capital restrictions increasing,Risk Management,risk_management,80,active
Geopolitics,Cross-border capital restrictions increasing,Market Data,market_data,90,active
Geopolitics,Cross-border capital restrictions increasing,Global Equities,global_equities,100,active
Healthcare Innovation,Drug discovery accelerating,Drug Discovery,drug_discovery,10,active
Healthcare Innovation,Drug discovery accelerating,Biotechnology,biotechnology,20,active
Healthcare Innovation,Drug discovery accelerating,Pharmaceuticals,pharmaceuticals,30,active
Healthcare Innovation,Drug discovery accelerating,Bioinformatics,bioinformatics,40,active
Healthcare Innovation,Drug discovery accelerating,Clinical Research,clinical_research,50,active
Healthcare Innovation,Drug discovery accelerating,Laboratory Equipment,laboratory_equipment,60,active
Healthcare Innovation,Drug discovery accelerating,Life Sciences,life_sciences,70,active
Healthcare Innovation,Drug discovery accelerating,Artificial Intelligence,artificial_intelligence,80,active
Healthcare Innovation,Drug discovery accelerating,Drug Development,drug_development,90,active
Healthcare Innovation,Drug discovery accelerating,Research Services,research_services,100,active
Healthcare Innovation,Precision medicine expanding,Biotechnology,biotechnology,10,active
Healthcare Innovation,Precision medicine expanding,Diagnostics,diagnostics,20,active
Healthcare Innovation,Precision medicine expanding,Molecular Diagnostics,molecular_diagnostics,30,active
Healthcare Innovation,Precision medicine expanding,Bioinformatics,bioinformatics,40,active
Healthcare Innovation,Precision medicine expanding,Pharmaceuticals,pharmaceuticals,50,active
Healthcare Innovation,Precision medicine expanding,Drug Development,drug_development,60,active
Healthcare Innovation,Precision medicine expanding,Rare Diseases,rare_diseases,70,active
Healthcare Innovation,Precision medicine expanding,Clinical Research,clinical_research,80,active
Healthcare Innovation,Precision medicine expanding,Healthcare Analytics,healthcare_analytics,90,active
Healthcare Innovation,Precision medicine expanding,Laboratory Testing,laboratory_testing,100,active
Healthcare Innovation,Digital health adoption increasing,Digital Health,digital_health,10,active
Healthcare Innovation,Digital health adoption increasing,Healthcare Technology,healthcare_technology,20,active
Healthcare Innovation,Digital health adoption increasing,Healthcare Analytics,healthcare_analytics,30,active
Healthcare Innovation,Digital health adoption increasing,Cloud Services,cloud_services,40,active
Healthcare Innovation,Digital health adoption increasing,Cybersecurity,cybersecurity,50,active
Healthcare Innovation,Digital health adoption increasing,Medical Devices,medical_devices,60,active
Healthcare Innovation,Digital health adoption increasing,Hospitals,hospitals,70,active
Healthcare Innovation,Digital health adoption increasing,Telecommunications,telecommunications,80,active
Healthcare Innovation,Digital health adoption increasing,Artificial Intelligence,artificial_intelligence,90,active
Healthcare Innovation,Digital health adoption increasing,Health Insurance,health_insurance,100,active
Healthcare Innovation,Robotic surgery adoption increasing,Robotic Surgery,robotic_surgery,10,active
Healthcare Innovation,Robotic surgery adoption increasing,Medical Devices,medical_devices,20,active
Healthcare Innovation,Robotic surgery adoption increasing,Surgical Equipment,surgical_equipment,30,active
Healthcare Innovation,Robotic surgery adoption increasing,Hospitals,hospitals,40,active
Healthcare Innovation,Robotic surgery adoption increasing,Precision Instruments,precision_instruments,50,active
Healthcare Innovation,Robotic surgery adoption increasing,Sensors,sensors,60,active
Healthcare Innovation,Robotic surgery adoption increasing,Engineering Software,engineering_software,70,active
Healthcare Innovation,Robotic surgery adoption increasing,Healthcare Technology,healthcare_technology,80,active
Healthcare Innovation,Robotic surgery adoption increasing,Sterilisation,sterilisation,90,active
Healthcare Innovation,Robotic surgery adoption increasing,Clinical Research,clinical_research,100,active
Healthcare Innovation,Medical diagnostics improving,Diagnostics,diagnostics,10,active
Healthcare Innovation,Medical diagnostics improving,Molecular Diagnostics,molecular_diagnostics,20,active
Healthcare Innovation,Medical diagnostics improving,Medical Imaging,medical_imaging,30,active
Healthcare Innovation,Medical diagnostics improving,Laboratory Equipment,laboratory_equipment,40,active
Healthcare Innovation,Medical diagnostics improving,Laboratory Testing,laboratory_testing,50,active
Healthcare Innovation,Medical diagnostics improving,Bioinformatics,bioinformatics,60,active
Healthcare Innovation,Medical diagnostics improving,Medical Devices,medical_devices,70,active
