theme,catalyst,investigation_pathway,display_order,status
Geopolitics,Military tensions increasing,Weapons Systems,30,active
Geopolitics,Military tensions increasing,Cybersecurity,40,active
Geopolitics,Military tensions increasing,Satellite Communications,50,active
Geopolitics,Military tensions increasing,Oil Gas,60,active
Geopolitics,Military tensions increasing,Freight Transport,70,active
Geopolitics,Military tensions increasing,Critical Minerals,80,active
Geopolitics,Military tensions increasing,Commercial Banking,90,active
Geopolitics,Military tensions increasing,Insurance,100,active
Geopolitics,Sanctions expanding,Commercial Banking,10,active
Geopolitics,Sanctions expanding,Freight Transport,20,active
Geopolitics,Sanctions expanding,Commodity Trading,30,active
Geopolitics,Sanctions expanding,Oil Gas,40,active
Geopolitics,Sanctions expanding,Mining,50,active
Geopolitics,Sanctions expanding,Technology Distribution,60,active
Geopolitics,Sanctions expanding,Aerospace Defence,70,active
Geopolitics,Sanctions expanding,Logistics,80,active
Geopolitics,Sanctions expanding,Risk Management,90,active
Geopolitics,Sanctions expanding,Financial Services,100,active
Geopolitics,Trade blocs fragmenting,Supply Chain,10,active
Geopolitics,Trade blocs fragmenting,Logistics,20,active
Geopolitics,Trade blocs fragmenting,Industrial Processing,30,active
Geopolitics,Trade blocs fragmenting,Semiconductors,40,active
Geopolitics,Trade blocs fragmenting,Freight Transport,50,active
Geopolitics,Trade blocs fragmenting,Transportation Infrastructure,60,active
Geopolitics,Trade blocs fragmenting,Commercial Banking,70,active
Geopolitics,Trade blocs fragmenting,Technology Distribution,80,active
Geopolitics,Trade blocs fragmenting,Critical Minerals,90,active
Geopolitics,Trade blocs fragmenting,Agriculture,100,active
Geopolitics,Strategic reshoring increasing,Industrial Processing,10,active
Geopolitics,Strategic reshoring increasing,Infrastructure Engineering,20,active
Geopolitics,Strategic reshoring increasing,Industrial Automation,30,active
Geopolitics,Strategic reshoring increasing,Semiconductors,40,active
Geopolitics,Strategic reshoring increasing,Energy Infrastructure,50,active
Geopolitics,Strategic reshoring increasing,Critical Minerals,60,active
Geopolitics,Strategic reshoring increasing,Logistics,70,active
Geopolitics,Strategic reshoring increasing,Engineering Services,80,active
Geopolitics,Strategic reshoring increasing,Industrial Equipment,90,active
Geopolitics,Strategic reshoring increasing,Commercial Banking,100,active
Geopolitics,Energy security concerns increasing,Oil Gas,10,active
Geopolitics,Energy security concerns increasing,Natural Gas,20,active
Geopolitics,Energy security concerns increasing,LNG,30,active
Geopolitics,Energy security concerns increasing,Renewable Energy,40,active
Geopolitics,Energy security concerns increasing,Power Generation,50,active
Geopolitics,Energy security concerns increasing,Energy Storage,60,active
Geopolitics,Energy security concerns increasing,Grid Infrastructure,70,active
Geopolitics,Energy security concerns increasing,Utilities,80,active
Geopolitics,Energy security concerns increasing,Pipeline Infrastructure,90,active
Geopolitics,Energy security concerns increasing,Energy Trading,100,active
Geopolitics,Critical mineral security increasing,Critical Minerals,10,active
Geopolitics,Critical mineral security increasing,Mining,20,active
Geopolitics,Critical mineral security increasing,Copper,30,active
Geopolitics,Critical mineral security increasing,Battery Materials,40,active
Geopolitics,Critical mineral security increasing,Semiconductors,50,active
Geopolitics,Critical mineral security increasing,Defence Technology,60,active
Geopolitics,Critical mineral security increasing,Energy Storage,70,active
Geopolitics,Critical mineral security increasing,Industrial Equipment,80,active
Geopolitics,Critical mineral security increasing,Commodity Trading,90,active
Geopolitics,Critical mineral security increasing,Recycling,100,active
Geopolitics,Shipping route disruption increasing,Freight Transport,10,active
Geopolitics,Shipping route disruption increasing,Transportation Infrastructure,20,active
Geopolitics,Shipping route disruption increasing,Freight Forwarding,30,active
Geopolitics,Shipping route disruption increasing,Logistics,40,active
Geopolitics,Shipping route disruption increasing,Insurance,50,active
Geopolitics,Shipping route disruption increasing,Commodity Trading,60,active
Geopolitics,Shipping route disruption increasing,Oil Gas,70,active
Geopolitics,Shipping route disruption increasing,Retail,80,active
Geopolitics,Shipping route disruption increasing,Industrial Processing,90,active
Geopolitics,Shipping route disruption increasing,Agriculture,100,active
Geopolitics,Cyber conflict increasing,Cybersecurity,10,active
Geopolitics,Cyber conflict increasing,Government Technology,20,active
Geopolitics,Cyber conflict increasing,Defence Technology,30,active
Geopolitics,Cyber conflict increasing,Telecommunications Infrastructure,40,active
Geopolitics,Cyber conflict increasing,Utilities,50,active
Geopolitics,Cyber conflict increasing,Commercial Banking,60,active
Geopolitics,Cyber conflict increasing,Data Centres,70,active
Geopolitics,Cyber conflict increasing,Satellite Communications,80,active
Geopolitics,Cyber conflict increasing,Risk Management,90,active
Geopolitics,Cyber conflict increasing,Managed Services,100,active
Geopolitics,Defence alliances strengthening,Aerospace Defence,10,active
Geopolitics,Defence alliances strengthening,Defence Systems,20,active
Geopolitics,Defence alliances strengthening,Defence Electronics,30,active
Geopolitics,Defence alliances strengthening,Weapons Systems,40,active
Geopolitics,Defence alliances strengthening,Military Systems,50,active
Geopolitics,Defence alliances strengthening,Naval Vessels,60,active
Geopolitics,Defence alliances strengthening,Satellites,70,active
Geopolitics,Defence alliances strengthening,Cybersecurity,80,active
Geopolitics,Defence alliances strengthening,Engineering Services,90,active
Geopolitics,Defence alliances strengthening,Industrial Processing,100,active
Geopolitics,Cross-border capital restrictions increasing,Commercial Banking,10,active
Geopolitics,Cross-border capital restrictions increasing,Investment Banking,20,active
Geopolitics,Cross-border capital restrictions increasing,Investment Management,30,active
Geopolitics,Cross-border capital restrictions increasing,Private Equity,40,active
Geopolitics,Cross-border capital restrictions increasing,Real Estate Services,50,active
Geopolitics,Cross-border capital restrictions increasing,Technology Investing,60,active
Geopolitics,Cross-border capital restrictions increasing,Financial Services,70,active
Geopolitics,Cross-border capital restrictions increasing,Risk Management,80,active
Geopolitics,Cross-border capital restrictions increasing,Market Data,90,active
Geopolitics,Cross-border capital restrictions increasing,Global Equities,100,active
Healthcare Innovation,Drug discovery accelerating,Drug Discovery,10,active
Healthcare Innovation,Drug discovery accelerating,Biotechnology,20,active
Healthcare Innovation,Drug discovery accelerating,Pharmaceuticals,30,active
Healthcare Innovation,Drug discovery accelerating,Bioinformatics,40,active
Healthcare Innovation,Drug discovery accelerating,Clinical Research,50,active
Healthcare Innovation,Drug discovery accelerating,Laboratory Equipment,60,active
Healthcare Innovation,Drug discovery accelerating,Life Sciences,70,active
Healthcare Innovation,Drug discovery accelerating,Artificial Intelligence,80,active
Healthcare Innovation,Drug discovery accelerating,Drug Development,90,active
Healthcare Innovation,Drug discovery accelerating,Research Services,100,active
Healthcare Innovation,Precision medicine expanding,Biotechnology,10,active
Healthcare Innovation,Precision medicine expanding,Diagnostics,20,active
